DATE,MMBenchmarkRate
2002-12-23,2.3531
2002-12-24,2.3486
2002-12-25,2.3593
2002-12-26,2.3468
2002-12-27,2.3645
2002-12-03,2.2273
2002-12-30,2.3474
2002-12-31,2.3463
2002-12-04,2.2274
2002-12-05,2.2316
2002-12-06,2.2419
2002-12-09,2.2488
2002-02-01,2.1354
2002-02-10,2.135
2002-02-11,2.1396
2002-02-19,2.1369
2002-02-20,2.1352
2002-02-21,1.9829
2002-02-22,1.9684
2002-02-25,1.9654
2002-02-26,1.9614
2002-02-27,1.9584
2002-02-28,1.9591
2002-02-04,2.1352
2002-02-05,2.1366
2002-02-06,2.135
2002-02-07,2.1344
2002-02-08,2.1372
2002-02-09,2.145
2002-03-01,1.9584
2002-03-11,1.9573
2002-03-12,1.9558
2002-03-13,1.9552
2002-03-14,1.9546
2002-03-15,1.9548
2002-03-18,1.9539
2002-03-19,1.9531
2002-03-20,1.9535
2002-03-21,1.9548
2002-03-22,1.9535
2002-03-25,1.9535
2002-03-26,1.953
2002-03-27,1.9527
2002-03-28,1.9524
2002-03-29,1.9538
2002-03-04,1.9604
2002-03-05,1.9575
2002-03-06,1.9572
2002-03-07,1.9584
2002-03-08,1.9567
2002-04-01,1.9514
2002-04-10,1.952
2002-04-11,1.9525
2002-04-12,1.9511
2002-04-15,1.9511
2002-04-16,1.9502
2002-04-17,1.9514
2002-04-18,1.9505
2002-04-19,1.9506
2002-04-02,1.95
2002-04-22,1.9504
2002-04-23,1.95
2002-04-24,1.9508
2002-04-25,1.9486
2002-04-26,1.9498
2002-04-27,1.9509
2002-04-28,1.9497
2002-04-29,1.9559
2002-04-03,1.952
2002-04-30,1.953
2002-04-04,1.9513
2002-04-05,1.9525
2002-04-08,1.9521
2002-04-09,1.9483
2002-05-10,1.9509
2002-05-13,1.9507
2002-05-14,1.9494
2002-05-15,1.9511
2002-05-16,1.9488
2002-05-17,1.9506
2002-05-20,1.9488
2002-05-21,1.9491
2002-05-22,1.9502
2002-05-23,1.9495
2002-05-24,1.9514
2002-05-27,1.951
2002-05-28,1.9504
2002-05-29,1.9492
2002-05-30,1.9512
2002-05-31,1.952
2002-05-08,1.9504
2002-05-09,1.9516
2002-06-10,1.9512
2002-06-11,1.951
2002-06-12,1.9507
2002-06-13,1.9508
2002-06-14,1.9517
2002-06-17,1.951
2002-06-18,1.9505
2002-06-19,1.9508
2002-06-20,1.95
2002-06-21,1.9514
2002-06-24,1.9494
2002-06-25,1.9493
2002-06-26,1.9498
2002-06-27,1.9498
2002-06-28,1.9507
2002-06-03,1.9509
2002-06-04,1.951
2002-06-05,1.9515
2002-06-06,1.9509
2002-06-07,1.952
2002-07-01,1.9507
2002-07-10,1.9493
2002-07-11,1.9488
2002-07-12,1.9496
2002-07-15,1.9489
2002-07-16,1.9492
2002-07-17,1.9487
2002-07-18,1.9486
2002-07-19,1.9496
2002-07-02,1.9497
2002-07-22,1.9488
2002-07-23,1.9489
2002-07-24,1.9489
2002-07-25,1.9492
2002-07-26,1.9493
2002-07-29,1.949
2002-07-03,1.949
2002-07-30,1.9486
2002-07-31,1.95
2002-07-04,1.95
2002-07-05,1.9499
2002-07-08,1.9499
2002-07-09,1.9496
2002-08-01,1.9492
2002-08-12,1.9496
2002-08-13,1.9501
2002-08-14,1.9496
2002-08-15,1.9497
2002-08-16,1.9499
2002-08-19,1.9561
2002-08-02,1.95
2002-08-20,1.9597
2002-08-21,1.9659
2002-08-22,1.969
2002-08-23,1.9686
2002-08-26,1.9899
2002-08-27,2.0128
2002-08-28,2.022
2002-08-29,2.0247
2002-08-30,2.0284
2002-08-05,1.9496
2002-08-06,1.9491
2002-08-07,1.95
2002-08-08,1.9492
2002-08-09,1.9503
2002-09-10,2.0876
2002-09-11,2.0893
2002-09-12,2.0861
2002-09-13,2.0991
2002-09-16,2.1107
2002-09-17,2.1205
2002-09-18,2.1323
2002-09-19,2.1902
2002-09-02,2.0519
2002-09-20,2.2859
2002-09-23,2.2721
2002-09-24,2.3184
2002-09-25,2.341
2002-09-26,2.3223
2002-09-27,2.2954
2002-09-28,2.3
2002-09-29,2.2715
2002-09-03,2.0576
2002-09-30,2.2843
2002-09-04,2.0602
2002-09-05,2.0671
2002-09-06,2.0636
2002-09-09,2.0804
2003-01-10,2.2744
2003-01-13,2.2684
2003-01-14,2.2645
2003-01-15,2.2601
2003-01-16,2.2553
2003-01-17,2.2509
2003-01-02,2.3094
2003-01-20,2.2464
2003-01-21,2.244
2003-01-22,2.2393
2003-01-23,2.2595
2003-01-24,2.2621
2003-01-27,2.2886
2003-01-28,2.3012
2003-01-29,2.3121
2003-01-03,2.3038
2003-01-30,2.32
2003-01-31,2.3
2003-01-06,2.2993
2003-01-07,2.2968
2003-01-08,2.2915
2003-01-09,2.2874
2003-10-10,3.2228
2003-10-13,3.2172
2003-10-14,3.1819
2003-10-15,3.1503
2003-10-16,3.0811
2003-10-17,3.0506
2003-10-20,3.0286
2003-10-21,3.0042
2003-10-22,2.9859
2003-10-23,2.9598
2003-10-24,2.9134
2003-10-27,2.8811
2003-10-28,2.9268
2003-10-29,2.9916
2003-10-30,3.1938
2003-10-31,3.2782
2003-10-08,3.2242
2003-10-09,3.2285
2003-11-10,3.0475
2003-11-11,2.9725
2003-11-12,2.8976
2003-11-13,2.7546
2003-11-14,2.6568
2003-11-17,2.5935
2003-11-18,2.4997
2003-11-19,2.38
2003-11-20,2.3358
2003-11-21,2.2144
2003-11-24,2.1907
2003-11-25,2.1929
2003-11-26,2.192
2003-11-27,2.1893
2003-11-28,2.1779
2003-11-03,3.3977
2003-11-04,3.6442
2003-11-05,3.3265
2003-11-06,3.1401
2003-11-07,3.0706
2003-12-01,2.1701
2003-12-10,2.1417
2003-12-11,2.1381
2003-12-12,2.1384
2003-12-15,2.1369
2003-12-16,2.1402
2003-12-17,2.1462
2003-12-18,2.147
2003-12-19,2.1348
2003-12-02,2.1647
2003-12-22,2.1397
2003-12-23,2.141
2003-12-24,2.1433
2003-12-25,2.1474
2003-12-26,2.1423
2003-12-29,2.1421
2003-12-03,2.1524
2003-12-30,2.1459
2003-12-31,2.1307
2003-12-04,2.1447
2003-12-05,2.1444
2003-12-08,2.1439
2003-12-09,2.1425
2003-02-10,2.2774
2003-02-11,2.2763
2003-02-12,2.2703
2003-02-13,2.267
2003-02-14,2.2629
2003-02-17,2.2576
2003-02-18,2.2522
2003-02-19,2.2484
2003-02-20,2.2435
2003-02-21,2.241
2003-02-24,2.231
2003-02-25,2.2244
2003-02-26,2.2026
2003-02-27,2.1827
2003-02-28,2.1493
2003-02-08,2.2882
2003-02-09,2.2849
2003-03-01,2.1493
2003-03-10,2.0819
2003-03-11,2.0799
2003-03-12,2.0732
2003-03-13,2.0633
2003-03-14,2.0551
2003-03-15,2.0551
2003-03-17,2.0487
2003-03-18,2.0374
2003-03-19,2.0316
2003-03-02,2.1493
2003-03-20,2.0217
2003-03-21,2.0148
2003-03-24,2.0033
2003-03-25,1.994
2003-03-26,1.9882
2003-03-27,1.9861
2003-03-28,1.9799
2003-03-03,2.1281
2003-03-31,1.9744
2003-03-04,2.1038
2003-03-05,2.0897
2003-03-06,2.0721
2003-03-07,2.0756
2003-03-08,2.0756
2003-04-01,1.9748
2003-04-10,1.9551
2003-04-11,1.9542
2003-04-14,1.9534
2003-04-15,1.9517
2003-04-16,1.9513
2003-04-17,1.9502
2003-04-18,1.9497
2003-04-02,1.9775
2003-04-21,1.9466
2003-04-22,1.9445
2003-04-23,1.9452
2003-04-24,1.9466
2003-04-25,1.9606
2003-04-28,1.9772
2003-04-29,1.9774
2003-04-03,1.9734
2003-04-30,1.9803
2003-04-04,1.9704
2003-04-07,1.9671
2003-04-08,1.9627
2003-04-09,1.9582
2003-05-12,1.9995
2003-05-13,2.0001
2003-05-14,2.0054
2003-05-15,2.0139
2003-05-16,2.0133
2003-05-19,2.019
2003-05-20,2.0225
2003-05-21,2.029
2003-05-22,2.0352
2003-05-23,2.042
2003-05-26,2.0538
2003-05-27,2.0633
2003-05-28,2.0802
2003-05-29,2.0955
2003-05-30,2.1035
2003-05-06,1.9813
2003-05-07,1.9836
2003-05-08,1.989
2003-05-09,1.9928
2003-06-10,2.1364
2003-06-11,2.139
2003-06-12,2.1408
2003-06-13,2.1485
2003-06-16,2.1567
2003-06-17,2.1555
2003-06-18,2.1606
2003-06-19,2.1631
2003-06-02,2.1128
2003-06-20,2.1699
2003-06-23,2.1774
2003-06-24,2.1789
2003-06-25,2.2065
2003-06-26,2.2237
2003-06-27,2.2446
2003-06-03,2.1188
2003-06-30,2.2544
2003-06-04,2.1212
2003-06-05,2.126
2003-06-06,2.1319
2003-06-09,2.1359
2003-07-01,2.2566
2003-07-10,2.2603
2003-07-11,2.2415
2003-07-14,2.2266
2003-07-15,2.2164
2003-07-16,2.204
2003-07-17,2.1919
2003-07-18,2.1786
2003-07-02,2.2706
2003-07-21,2.1722
2003-07-22,2.1571
2003-07-23,2.1502
2003-07-24,2.1585
2003-07-25,2.1456
2003-07-28,2.1447
2003-07-29,2.1386
2003-07-03,2.2755
2003-07-30,2.1328
2003-07-31,2.1273
2003-07-04,2.2745
2003-07-07,2.2765
2003-07-08,2.2743
2003-07-09,2.2706
2003-08-01,2.1198
2003-08-11,2.0849
2003-08-12,2.0895
2003-08-13,2.0952
2003-08-14,2.0928
2003-08-15,2.0892
2003-08-18,2.0843
2003-08-19,2.0805
2003-08-20,2.0953
2003-08-21,2.1195
2003-08-22,2.1513
2003-08-25,2.2715
2003-08-26,2.354
2003-08-27,2.6823
2003-08-28,2.7735
2003-08-29,2.8683
2003-08-04,2.1198
2003-08-05,2.1115
2003-08-06,2.1157
2003-08-07,2.0984
2003-08-08,2.1006
2003-09-01,2.8885
2003-09-10,2.8326
2003-09-11,2.8249
2003-09-12,2.8172
2003-09-15,2.8154
2003-09-16,2.8077
2003-09-17,2.8076
2003-09-18,2.8035
2003-09-19,2.808
2003-09-02,2.9085
2003-09-22,2.8207
2003-09-23,2.8584
2003-09-24,2.9112
2003-09-25,2.958
2003-09-26,3.0433
2003-09-27,3.1226
2003-09-28,3.1702
2003-09-29,3.1129
2003-09-03,2.882
2003-09-30,3.234
2003-09-04,2.875
2003-09-05,2.8293
2003-09-08,2.8227
2003-09-09,2.8289
2004-01-12,2.0989
2004-01-13,2.0988
2004-01-14,2.0939
2004-01-15,2.1007
2004-01-16,2.8506
2004-01-17,3.2004
2004-01-18,3.2745
2004-01-19,3.2181
2004-01-02,2.1301
2004-01-20,3.2924
2004-01-21,3.0746
2004-01-29,2.7189
2004-01-30,2.7258
2004-01-05,2.125
2004-01-06,2.1245
2004-01-07,2.1178
2004-01-08,2.1116
2004-01-09,2.1047
2004-10-10,2.2038
2004-10-11,2.1959
2004-10-12,2.1853
2004-10-13,2.1712
2004-10-14,2.164
2004-10-15,2.1582
2004-10-18,2.1335
2004-10-19,2.1306
2004-10-20,2.0963
2004-10-21,2.0978
2004-10-22,2.0904
2004-10-25,2.0791
2004-10-26,2.0754
2004-10-27,2.0686
2004-10-28,2.0647
2004-10-29,2.2204
2004-10-08,2.2117
2004-10-09,2.2082
2004-11-01,2.24
2004-11-10,2.1548
2004-11-11,2.1408
2004-11-12,2.1384
2004-11-15,2.1222
2004-11-16,2.0965
2004-11-17,2.0705
2004-11-18,2.0548
2004-11-19,1.9923
2004-11-02,2.2403
2004-11-22,1.9919
2004-11-23,1.9807
2004-11-24,1.9757
2004-11-25,1.9691
2004-11-26,1.9469
2004-11-29,1.9428
2004-11-03,2.2367
2004-11-30,1.9466
2004-11-04,2.2395
2004-11-05,2.1754
2004-11-08,2.1454
2004-11-09,2.1686
2004-12-01,1.9399
2004-12-10,1.8409
2004-12-13,1.8677
2004-12-14,1.8652
2004-12-15,1.8517
2004-12-16,1.8503
2004-12-17,1.8396
2004-12-02,1.9316
2004-12-20,1.8307
2004-12-21,1.8286
2004-12-22,1.8278
2004-12-23,1.828
2004-12-24,1.832
2004-12-27,1.8523
2004-12-28,1.9012
2004-12-29,1.9049
2004-12-03,1.9085
2004-12-30,1.91
2004-12-31,1.9112
2004-12-06,1.889
2004-12-07,1.8869
2004-12-08,1.8718
2004-12-09,1.8622
2004-02-10,2.2581
2004-02-11,2.2267
2004-02-12,2.2034
2004-02-13,2.1806
2004-02-16,2.1648
2004-02-17,2.149
2004-02-18,2.1385
2004-02-19,2.1254
2004-02-02,2.7109
2004-02-20,2.114
2004-02-23,2.1016
2004-02-24,2.0886
2004-02-25,2.0697
2004-02-26,2.0586
2004-02-27,2.0435
2004-02-03,2.4026
2004-02-04,2.3319
2004-02-05,2.3144
2004-02-06,2.2943
2004-02-09,2.2789
2004-03-01,2.032
2004-03-10,1.9356
2004-03-11,1.9244
2004-03-12,1.9134
2004-03-15,1.907
2004-03-16,1.8956
2004-03-17,1.8771
2004-03-18,1.8676
2004-03-19,1.8549
2004-03-02,2.0125
2004-03-22,1.8442
2004-03-23,1.8378
2004-03-24,1.8539
2004-03-25,1.8841
2004-03-26,1.8826
2004-03-29,1.8835
2004-03-03,1.9957
2004-03-30,1.8865
2004-03-31,1.8804
2004-03-04,1.9815
2004-03-05,1.9671
2004-03-08,1.951
2004-03-09,1.9458
2004-04-01,1.8811
2004-04-12,1.8589
2004-04-13,1.9565
2004-04-14,2.0177
2004-04-15,2.0689
2004-04-16,2.1088
2004-04-19,2.1528
2004-04-02,1.8641
2004-04-20,2.1984
2004-04-21,2.3077
2004-04-22,2.3865
2004-04-23,2.4451
2004-04-26,2.4459
2004-04-27,2.407
2004-04-28,2.3916
2004-04-29,2.49
2004-04-30,2.433
2004-04-05,1.8593
2004-04-06,1.8554
2004-04-07,1.8529
2004-04-08,1.8459
2004-04-09,1.8329
2004-05-10,2.2464
2004-05-11,2.2378
2004-05-12,2.2236
2004-05-13,2.2134
2004-05-14,2.1845
2004-05-17,2.1712
2004-05-18,2.1688
2004-05-19,2.1751
2004-05-20,2.1795
2004-05-21,2.1144
2004-05-24,2.1047
2004-05-25,2.1009
2004-05-26,2.1151
2004-05-27,2.1236
2004-05-28,2.1436
2004-05-31,2.2154
2004-05-08,2.2727
2004-05-09,2.2519
2004-06-01,2.2748
2004-06-10,2.4755
2004-06-11,2.3925
2004-06-14,2.3465
2004-06-15,2.3232
2004-06-16,2.3232
2004-06-17,2.3457
2004-06-18,2.4141
2004-06-02,2.3531
2004-06-21,2.4286
2004-06-22,2.4322
2004-06-23,2.4342
2004-06-24,2.4527
2004-06-25,2.4431
2004-06-28,2.4269
2004-06-29,2.4409
2004-06-03,2.4813
2004-06-30,2.4429
2004-06-04,2.4885
2004-06-07,2.4888
2004-06-08,2.4837
2004-06-09,2.4749
2004-07-01,2.43
2004-07-12,2.2856
2004-07-13,2.2732
2004-07-14,2.2617
2004-07-15,2.2525
2004-07-16,2.209
2004-07-19,2.1981
2004-07-02,2.3939
2004-07-20,2.2057
2004-07-21,2.2151
2004-07-22,2.4225
2004-07-23,2.424
2004-07-26,2.4293
2004-07-27,2.4144
2004-07-28,2.4282
2004-07-29,2.4139
2004-07-30,2.411
2004-07-05,2.3938
2004-07-06,2.379
2004-07-07,2.3673
2004-07-08,2.3418
2004-07-09,2.3001
2004-08-10,2.2911
2004-08-11,2.2839
2004-08-12,2.2892
2004-08-13,2.2455
2004-08-16,2.2614
2004-08-17,2.2595
2004-08-18,2.258
2004-08-19,2.2585
2004-08-02,2.4027
2004-08-20,2.2401
2004-08-23,2.2461
2004-08-24,2.2489
2004-08-25,2.2466
2004-08-26,2.2451
2004-08-27,2.2198
2004-08-03,2.4001
2004-08-30,2.2163
2004-08-31,2.1988
2004-08-04,2.3964
2004-08-05,2.3913
2004-08-06,2.3004
2004-08-09,2.2914
2004-09-01,2.1834
2004-09-10,2.1073
2004-09-13,2.1035
2004-09-14,2.0993
2004-09-15,2.0942
2004-09-16,2.0903
2004-09-17,2.0908
2004-09-02,2.1667
2004-09-20,2.0887
2004-09-21,2.083
2004-09-22,2.0788
2004-09-23,2.0877
2004-09-24,2.1385
2004-09-27,2.1675
2004-09-28,2.2917
2004-09-29,2.317
2004-09-03,2.1406
2004-09-30,2.2239
2004-09-06,2.1383
2004-09-07,2.1359
2004-09-08,2.1322
2004-09-09,2.1134
2005-01-10,1.8416
2005-01-11,1.8347
2005-01-12,1.8321
2005-01-13,1.8293
2005-01-14,1.8266
2005-01-17,1.8246
2005-01-18,1.8296
2005-01-19,1.8308
2005-01-20,1.8316
2005-01-21,1.835
2005-01-24,1.8371
2005-01-25,1.8353
2005-01-26,1.8311
2005-01-27,1.8309
2005-01-28,1.8431
2005-01-31,1.8398
2005-01-04,1.9137
2005-01-05,1.8782
2005-01-06,1.8754
2005-01-07,1.8484
2005-10-10,1.1267
2005-10-11,1.121
2005-10-12,1.1166
2005-10-13,1.1139
2005-10-14,1.1177
2005-10-17,1.1187
2005-10-18,1.1169
2005-10-19,1.1152
2005-10-20,1.114
2005-10-21,1.1111
2005-10-24,1.1166
2005-10-25,1.1159
2005-10-26,1.1201
2005-10-27,1.12
2005-10-28,1.1195
2005-10-31,1.1089
2005-10-08,1.1463
2005-10-09,1.1349
2005-11-01,1.1103
2005-11-10,1.1074
2005-11-11,1.117
2005-11-14,1.1176
2005-11-15,1.1183
2005-11-16,1.1177
2005-11-17,1.1197
2005-11-18,1.1687
2005-11-02,1.1097
2005-11-21,1.1993
2005-11-22,1.2434
2005-11-23,1.2751
2005-11-24,1.2838
2005-11-25,1.314
2005-11-28,1.3456
2005-11-29,1.3771
2005-11-03,1.1054
2005-11-30,1.4407
2005-11-04,1.1054
2005-11-07,1.1058
2005-11-08,1.1015
2005-11-09,1.1018
2005-12-01,1.5305
2005-12-12,1.616
2005-12-13,1.5999
2005-12-14,1.5947
2005-12-15,1.5571
2005-12-16,1.5568
2005-12-19,1.5563
2005-12-02,1.556
2005-12-20,1.5468
2005-12-21,1.5424
2005-12-22,1.5379
2005-12-23,1.5089
2005-12-26,1.5313
2005-12-27,1.5314
2005-12-28,1.5134
2005-12-29,1.5175
2005-12-30,1.5078
2005-12-31,1.5141
2005-12-05,1.6317
2005-12-06,1.639
2005-12-07,1.6319
2005-12-08,1.6305
2005-12-09,1.6237
2005-02-01,1.844
2005-02-16,1.9869
2005-02-17,1.9834
2005-02-18,1.9768
2005-02-02,1.8984
2005-02-21,1.9659
2005-02-22,1.9434
2005-02-23,1.9162
2005-02-24,1.872
2005-02-25,1.8624
2005-02-28,1.8544
2005-02-03,2.002
2005-02-04,2.3646
2005-02-05,2.4369
2005-02-06,2.4623
2005-02-07,2.3959
2005-02-08,2.0
2005-03-01,1.8499
2005-03-10,1.8401
2005-03-11,1.8292
2005-03-14,1.8256
2005-03-15,1.822
2005-03-16,1.8258
2005-03-17,1.7931
2005-03-18,1.6941
2005-03-02,1.847
2005-03-21,1.6155
2005-03-22,1.5781
2005-03-23,1.5341
2005-03-24,1.5228
2005-03-25,1.5044
2005-03-28,1.5084
2005-03-29,1.49
2005-03-03,1.843
2005-03-30,1.4705
2005-03-31,1.4555
2005-03-04,1.8404
2005-03-07,1.8594
2005-03-08,1.8463
2005-03-09,1.8431
2005-04-01,1.4051
2005-04-11,1.3085
2005-04-12,1.3075
2005-04-13,1.2918
2005-04-14,1.2966
2005-04-15,1.2708
2005-04-18,1.2623
2005-04-19,1.2536
2005-04-20,1.2527
2005-04-21,1.2521
2005-04-22,1.2269
2005-04-25,1.2158
2005-04-26,1.2118
2005-04-27,1.2325
2005-04-28,1.2424
2005-04-29,1.222
2005-04-30,1.2095
2005-04-04,1.4142
2005-04-05,1.3852
2005-04-06,1.3134
2005-04-07,1.3399
2005-04-08,1.3129
2005-05-10,1.1836
2005-05-11,1.1783
2005-05-12,1.1729
2005-05-13,1.1586
2005-05-16,1.1457
2005-05-17,1.1405
2005-05-18,1.138
2005-05-19,1.1365
2005-05-20,1.1338
2005-05-23,1.1329
2005-05-24,1.1287
2005-05-25,1.1292
2005-05-26,1.128
2005-05-27,1.1243
2005-05-30,1.1224
2005-05-31,1.1166
2005-05-08,1.189
2005-05-09,1.185
2005-06-01,1.0999
2005-06-10,1.0931
2005-06-13,1.0917
2005-06-14,1.0926
2005-06-15,1.092
2005-06-16,1.0916
2005-06-17,1.0885
2005-06-02,1.0966
2005-06-20,1.0915
2005-06-21,1.0896
2005-06-22,1.0868
2005-06-23,1.0857
2005-06-24,1.0891
2005-06-27,1.0865
2005-06-28,1.0952
2005-06-29,1.1024
2005-06-03,1.0973
2005-06-30,1.111
2005-06-06,1.0959
2005-06-07,1.0983
2005-06-08,1.0964
2005-06-09,1.095
2005-07-01,1.1299
2005-07-11,1.1577
2005-07-12,1.1602
2005-07-13,1.1704
2005-07-14,1.1743
2005-07-15,1.1917
2005-07-18,1.1897
2005-07-19,1.217
2005-07-20,1.2129
2005-07-21,1.2168
2005-07-22,1.2544
2005-07-25,1.2546
2005-07-26,1.2533
2005-07-27,1.2494
2005-07-28,1.2471
2005-07-29,1.2294
2005-07-04,1.1421
2005-07-05,1.149
2005-07-06,1.1516
2005-07-07,1.1526
2005-07-08,1.1561
2005-08-01,1.2288
2005-08-10,1.2461
2005-08-11,1.241
2005-08-12,1.2453
2005-08-15,1.2455
2005-08-16,1.2411
2005-08-17,1.2398
2005-08-18,1.2335
2005-08-19,1.2334
2005-08-02,1.2279
2005-08-22,1.2291
2005-08-23,1.2257
2005-08-24,1.2218
2005-08-25,1.2179
2005-08-26,1.2251
2005-08-29,1.228
2005-08-03,1.2279
2005-08-30,1.219
2005-08-31,1.2123
2005-08-04,1.2237
2005-08-05,1.2459
2005-08-08,1.2475
2005-08-09,1.2487
2005-09-01,1.21
2005-09-12,1.2196
2005-09-13,1.209
2005-09-14,1.2069
2005-09-15,1.196
2005-09-16,1.1994
2005-09-19,1.1939
2005-09-02,1.208
2005-09-20,1.1865
2005-09-21,1.1793
2005-09-22,1.188
2005-09-23,1.1756
2005-09-26,1.1689
2005-09-27,1.1681
2005-09-28,1.126
2005-09-29,1.1496
2005-09-30,1.1454
2005-09-05,1.2176
2005-09-06,1.215
2005-09-07,1.2181
2005-09-08,1.2119
2005-09-09,1.2163
2006-01-10,1.4729
2006-01-11,1.466
2006-01-12,1.4635
2006-01-13,1.4565
2006-01-16,1.4537
2006-01-17,1.4474
2006-01-18,1.4425
2006-01-19,1.4694
2006-01-20,1.4905
2006-01-23,1.5553
2006-01-24,1.9212
2006-01-25,3.0716
2006-01-26,2.4617
2006-01-27,2.0111
2006-01-28,2.0111
2006-01-04,1.5015
2006-01-05,1.495
2006-01-06,1.4874
2006-01-09,1.4771
2006-10-10,2.2491
2006-10-11,2.2471
2006-10-12,2.2469
2006-10-13,2.2481
2006-10-16,2.2993
2006-10-17,2.3908
2006-10-18,2.4756
2006-10-19,2.494
2006-10-20,2.4853
2006-10-23,2.4535
2006-10-24,2.4642
2006-10-25,2.3686
2006-10-26,2.3125
2006-10-27,2.2976
2006-10-30,2.3754
2006-10-31,2.4288
2006-10-08,2.255
2006-10-09,2.2603
2006-11-01,2.4742
2006-11-10,3.1852
2006-11-13,3.3629
2006-11-14,3.6386
2006-11-15,3.683
2006-11-16,3.5374
2006-11-17,3.8238
2006-11-02,2.4842
2006-11-20,3.9399
2006-11-21,3.9998
2006-11-22,3.7298
2006-11-23,3.7214
2006-11-24,3.8914
2006-11-27,3.1673
2006-11-28,3.0386
2006-11-29,2.4696
2006-11-03,2.421
2006-11-30,2.417
2006-11-06,2.5648
2006-11-07,2.6963
2006-11-08,2.8454
2006-11-09,2.9513
2006-12-01,2.3737
2006-12-11,2.2363
2006-12-12,2.1974
2006-12-13,2.221
2006-12-14,2.056
2006-12-15,2.0369
2006-12-18,2.0161
2006-12-19,1.9812
2006-12-20,1.9615
2006-12-21,1.8911
2006-12-22,2.053
2006-12-25,2.2865
2006-12-26,2.2806
2006-12-27,2.2732
2006-12-28,2.0685
2006-12-29,1.9431
2006-12-30,1.8863
2006-12-31,1.5243
2006-12-04,2.3498
2006-12-05,2.3065
2006-12-06,2.29
2006-12-07,2.254
2006-12-08,2.2378
2006-02-10,1.4215
2006-02-13,1.4054
2006-02-14,1.3957
2006-02-15,1.3744
2006-02-16,1.3508
2006-02-17,1.3377
2006-02-20,1.3246
2006-02-21,1.3034
2006-02-22,1.3119
2006-02-23,1.3197
2006-02-24,1.317
2006-02-27,1.3477
2006-02-28,1.3808
2006-02-05,1.5571
2006-02-06,1.5023
2006-02-07,1.4896
2006-02-08,1.4786
2006-02-09,1.463
2006-03-01,1.3808
2006-03-10,1.4224
2006-03-13,1.4085
2006-03-14,1.3995
2006-03-15,1.4053
2006-03-16,1.4234
2006-03-17,1.4147
2006-03-02,1.394
2006-03-20,1.4119
2006-03-21,1.4233
2006-03-22,1.5113
2006-03-23,1.6211
2006-03-24,1.6281
2006-03-27,1.6328
2006-03-28,1.6252
2006-03-29,1.623
2006-03-03,1.4116
2006-03-30,1.6207
2006-03-31,1.6179
2006-03-06,1.4114
2006-03-07,1.4442
2006-03-08,1.4375
2006-03-09,1.4353
2006-04-10,1.5408
2006-04-11,1.5216
2006-04-12,1.5116
2006-04-13,1.5139
2006-04-14,1.5508
2006-04-17,1.6065
2006-04-18,1.6567
2006-04-19,1.6813
2006-04-20,1.721
2006-04-21,1.7301
2006-04-24,1.7683
2006-04-25,1.8098
2006-04-26,1.8677
2006-04-27,1.9448
2006-04-28,2.1413
2006-04-29,1.8774
2006-04-03,1.6121
2006-04-30,1.7862
2006-04-04,1.5965
2006-04-05,1.5963
2006-04-06,1.5909
2006-04-07,1.5677
2006-05-10,1.7664
2006-05-11,1.769
2006-05-12,1.7485
2006-05-15,1.7187
2006-05-16,1.6946
2006-05-17,1.6376
2006-05-18,1.6838
2006-05-19,1.6595
2006-05-22,1.6402
2006-05-23,1.6151
2006-05-24,1.6397
2006-05-25,1.639
2006-05-26,1.6217
2006-05-29,1.6149
2006-05-30,1.6149
2006-05-31,1.6671
2006-05-08,1.7933
2006-05-09,1.7804
2006-06-01,1.7363
2006-06-12,1.8372
2006-06-13,1.8777
2006-06-14,1.9847
2006-06-15,2.0483
2006-06-16,2.0569
2006-06-19,2.2678
2006-06-02,1.7349
2006-06-20,2.1846
2006-06-21,2.1293
2006-06-22,2.0937
2006-06-23,2.0894
2006-06-26,2.0821
2006-06-27,2.0571
2006-06-28,2.0299
2006-06-29,2.0955
2006-06-30,2.0838
2006-06-05,1.7456
2006-06-06,1.7558
2006-06-07,1.7976
2006-06-08,1.8129
2006-06-09,1.8111
2006-07-10,2.0114
2006-07-11,1.9998
2006-07-12,1.9632
2006-07-13,1.9406
2006-07-14,1.996
2006-07-17,2.1021
2006-07-18,2.2032
2006-07-19,2.393
2006-07-20,2.5852
2006-07-21,2.6538
2006-07-24,2.6692
2006-07-25,2.673
2006-07-26,2.6799
2006-07-27,2.6926
2006-07-28,2.6949
2006-07-03,2.09
2006-07-31,2.6718
2006-07-04,2.0943
2006-07-05,2.0663
2006-07-06,2.0486
2006-07-07,2.0333
2006-08-01,2.662
2006-08-10,2.5797
2006-08-11,2.5312
2006-08-14,2.5042
2006-08-15,2.4477
2006-08-16,2.4565
2006-08-17,2.4466
2006-08-18,2.3978
2006-08-02,2.6664
2006-08-21,2.4817
2006-08-22,2.4217
2006-08-23,2.3738
2006-08-24,2.3237
2006-08-25,2.2221
2006-08-28,2.1411
2006-08-29,2.1451
2006-08-03,2.6643
2006-08-30,2.1784
2006-08-31,2.214
2006-08-04,2.608
2006-08-07,2.6171
2006-08-08,2.6012
2006-08-09,2.5943
2006-09-01,2.2265
2006-09-11,2.0902
2006-09-12,2.0707
2006-09-13,2.0885
2006-09-14,2.0925
2006-09-15,2.0826
2006-09-18,2.0455
2006-09-19,2.0229
2006-09-20,2.0042
